data,hour,zzqo,swlyo,fjmso,kjwho,qtfwo,zzqd,swlyd,fjmsd,kjwhfwd,qtfwd,wd,fs,js
2018/4/2,10,2109,694,287,649,735,2144,702,302,597,729,260,20,0
2018/4/2,11,2223,843,297,755,780,2487,707,277,682,745,240,20,0
2018/4/2,12,2148,804,293,670,739,2254,772,276,631,721,220,20,0
2018/4/2,13,2260,720,288,605,717,2079,855,284,635,737,220,30,0
2018/4/2,14,2039,772,278,648,728,2086,732,284,619,744,210,30,0
2018/4/2,15,2047,722,299,599,686,1980,757,293,650,673,203,20,0
2018/4/2,16,2248,823,308,670,737,2460,721,305,602,698,210,30,0
2018/4/2,17,2758,1204,388,916,1078,3469,841,349,889,796,200,10,0
2018/4/2,18,2760,953,358,742,910,3366,688,308,666,695,190,10,0
2018/4/2,19,2467,719,255,614,657,2682,584,259,578,609,190,20,0
2018/4/2,20,2405,623,267,516,611,2585,522,210,539,566,180,20,0
2018/4/2,21,1974,583,255,472,611,2297,495,187,461,455,183,20,0
2018/4/2,22,1981,460,176,394,449,2084,416,173,385,402,180,10,0
2018/4/2,23,1492,387,137,282,350,1603,337,128,266,314,180,10,0
